file,$Unique,name,$Subtitle,$CardClass,$CardClass2,$CardClass3,$ResourceCost,$Level,$Slot,$Slot2,$Stamina,$Sanity,$Skill1,$Skill2,$Skill3,$Skill4,$Skill5,$Skill6,$Copyright,$Traits,$Rules,$Flavor,$Victory,portSource,portScale,portX,portY,$Artist,$Collection,$CollectionNumber
榮譽 [Guardian][event],,榮譽,,Guardian,None,None,1,0,None,None,None,None,Intellect,Intellect,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",勇氣.,"快速。在你擊敗一名敵人後打出。
抽取2張卡牌。","
叮，叮，叮！",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60115.png,1.25,0,118,Patrick McEvoy,NathanielCho,15
屠怪勇士 [Guardian][event],,屠怪勇士,,Guardian,None,None,0,0,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",勇氣.,<b>攻擊</b>。這次攻擊造成+1傷害。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60116.png,1.25,0,118,Henning Ludvigsen,NathanielCho,16
一二連擊 [Guardian][event],,一二連擊,,Guardian,None,None,2,0,None,None,None,None,Combat,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",勇氣. 策略.,<b>攻擊</b>。這次攻擊中你+1<com>。如果你成功，你可以再次攻擊該敵人。該次攻擊中你+2<com>並造成+1傷害。,"
納撒尼爾以他左手迅速的刺拳、還有他右手標誌性的後手重拳著稱。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60117.png,1.25,0,118,Patrick McEvoy,NathanielCho,17
團結一致 [Guardian][event],,團結一致,,Guardian,None,None,0,0,None,None,None,None,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",勇氣.,選擇你所在地點的另一位調查員。你和該調查員都獲得2資源。,"
我們絕不倒下！",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60118.png,1.25,0,118,Brad Rigney,NathanielCho,18
證據！ (1) [Guardian][event],,證據！,,Guardian,None,None,1,1,None,None,None,None,Intellect,Intellect,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",洞察.,"快速。在你擊敗一名敵人後打出。
發現你所在地點的1個線索(如果你本回合擊敗的敵人們總計有至少4點打印的生命值，改為發現2個線索)。","
跟我想的一樣！",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60120.png,1.25,0,118,Mark Behm,NathanielCho,20
刺激 (1) [Guardian][event],,刺激,,Guardian,None,None,2,1,None,None,None,None,Willpower,Willpower,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",勇氣.,"快速。只能在你回合中打出。
準備你控制的1張<gua>支援卡。在你回合中，你可以進行額外一個行動，該行動只能用於攻擊。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60121.png,1.25,0,118,Tony Foti,NathanielCho,21
還擊 (2) [Guardian][event],,還擊,,Guardian,None,None,0,2,None,None,None,None,Agility,Combat,Combat,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",勇氣. 策略.,"快速。在一名敵人攻擊你時<i>(在該次攻擊結算之前)</i>打出。
<b>攻擊</b>。這次攻擊將剛剛發動攻擊的敵人作為目標。這次攻擊中你+2<com>並造成+1傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60122.png,1.25,0,118,Patrick McEvoy,NathanielCho,22
到這兒來！ (2) [Guardian][event],,"""到這兒來！""",,Guardian,None,None,2,2,None,None,None,None,Combat,Willpower,Willpower,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",勇氣. 策略.,"快速。在任何<fre>時間段中打出。
<b>交戰</b>。<b>攻擊</b>。選擇一名與你所在地點之間最多相隔2個地點的非<b><i>精英</i></b>敵人。將該敵人移動到你所在地點，與其交戰，並攻擊該敵人。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60123.png,1.25,0,118,Derek D. Edgell,NathanielCho,23
吸取教訓 (2) [Guardian][event],,吸取教訓,,Guardian,None,None,1,2,None,None,None,None,Intellect,Intellect,Willpower,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",洞察. 勇氣.,"快速。在你受到一名敵人攻擊造成的傷害後打出。
發現你所在地點的2個線索。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60124.png,1.25,0,118,Patrick McEvoy,NathanielCho,24
單打獨鬥 (2) [Guardian][event],,單打獨鬥,,Guardian,None,None,0,2,None,None,None,None,Combat,Willpower,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",勇氣. 果斷.,"只可作為你的第一個行動打出。
對與你交戰的一個敵人造成2點傷害。此行動不會引起趁亂攻擊。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60125.png,1.25,0,118,Mauro Dal Bo,NathanielCho,25
炸藥爆破 (3) [Guardian][event],,炸藥爆破,,Guardian,None,None,4,3,None,None,None,None,Combat,Combat,Willpower,Willpower,None,None,"<family ""Arial""><cop> 2019 FFG</family>",策略.,"快速。在任何<fre>時間段中打出。
選擇你所在地點或一個連接地點。對所選地點的每名敵人和調查員各造成3點傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60129.png,1.25,0,118,Dimitri Bielak,NathanielCho,29
嘲諷 (3) [Guardian][event],,嘲諷,,Guardian,None,None,1,3,None,None,None,None,Agility,Combat,Willpower,Willpower,None,None,"<family ""Arial""><cop> 2019 FFG</family>",策略.,"快速。在任何<fre>時間段中打出。
與你所在地點的任意數量敵人交戰。對於以此方式與你交戰的每名敵人，對其造成1點傷害並抽取1張卡牌。","
你鼓起勇氣，朝黑暗中大喊道：""快來抓我！""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60130.png,1.25,0,118,John Pacer,NathanielCho,30
一二連擊 (5) [Guardian][event],,一二連擊,,Guardian,None,None,2,5,None,None,None,None,Combat,Combat,Combat,Combat,None,None,"<family ""Arial""><cop> 2019 FFG</family>",勇氣. 策略.,<b>攻擊</b>。這次攻擊你自動成功並造成+1傷害。你可以再次攻擊。該次攻擊中你+3<com>並造成+2傷害。,"
納撒尼爾以他左手迅速的刺拳、還有他右手標誌性的後手重拳著稱。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60132.png,1.25,0,118,Patrick McEvoy,NathanielCho,32
生存意志 [Survivor][event],,生存意志,,Survivor,None,None,4,0,None,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",勇氣.,"快速。只能在你回合期間打出。
你這回合執行的下一次技能檢定不用抽取混亂標記。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60512.png,1.25,0,118,Ilich Henriquez,StellaClark,12
意志考驗 [Survivor][event],,意志考驗,,Survivor,None,None,1,0,None,None,None,None,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",勇氣.,"快速。在你所在地點的一位調查員抽取出一張非弱點詭計卡時打出。
檢定<wil>(3)。如果你成功，取消該卡牌的顯現效果。","
無論是否看得到希望，你所能做的只有抵抗。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60513.png,1.25,0,118,Stanislav Dikolenko,StellaClark,13
咬緊牙關 [Survivor][event],,咬緊牙關,,Survivor,None,None,1,0,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",勇氣.,"快速。在你技能檢定失敗後打出。
在本輪接下來的時間裡，你每項技能+1。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60515.png,1.25,0,118,Andreia Ugrai,StellaClark,15
意志考驗 (2) [Survivor][event],,意志考驗,,Survivor,None,None,0,2,None,None,None,None,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",勇氣.,"快速。在你所在地點的一位調查員抽取出一張非弱點詭計卡時打出。
取消該卡牌的顯現效果。然後，檢定<wil>(3)。如果你失敗，放逐意志考驗。","
無論是否看得到希望，你所能做的只有抵抗。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60523.png,1.25,0,118,Stanislav Dikolenko,StellaClark,23
看看我發現了什麼！ (2) [Survivor][event],,"""看看我發現了什麼！""",,Survivor,None,None,2,2,None,None,None,None,Agility,Intellect,Intellect,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",幸運.,"快速。在你調查失敗，並且低於難度3點及以內後打出。
發現你所在地點和連接地點的總計2個線索。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60524.png,1.25,0,118,Mark Molnar,StellaClark,24
狗屎運 (2) [Survivor][event],,狗屎運,,Survivor,None,None,2,2,None,None,None,None,Agility,Agility,Willpower,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",幸運.,"快速。在你嘗試躲避一個非<b><i>精英</i></b>敵人失敗，並且低於難度3點及以內後打出。
將該敵人放到遭遇牌堆底部。","
傻人有傻福。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60525.png,1.25,0,118,Stanislav Dikolenko,StellaClark,25
運氣好！ (3) [Survivor][event],,運氣好！,,Survivor,None,None,0,3,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",幸運.,"快速。在你所在地點的調查員的技能檢定將要失敗時打出。
該調查員該次檢定的技能值+3。該調查員抽取1張卡牌。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60528.png,1.25,0,118,David Auden Nash,StellaClark,28
小偷小摸 [Rogue][event],,小偷小摸,,Rogue,None,None,4,0,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",技巧.,<b>調查</b>。這次調查不使用<int>，改為使用<agi>。如果你成功，額外發現你所在地點2個線索。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60315.png,1.25,0,118,Adam Schumpert,WinifredHabbamock,15
悄然溜過 [Rogue][event],,悄然溜過,,Rogue,None,None,0,0,None,None,None,None,Agility,Agility,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",技巧.,<b>躲避</b>。在這次行動開始時，獲得2資源。,"
別人都勸你別做的事情，溫妮弗雷德會示意你按計畫執行。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60316.png,1.25,0,118,Andreia Ugrai,WinifredHabbamock,16
藝高膽大 (2) [Rogue][event],,藝高膽大,,Rogue,None,None,0,2,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",局勢.,"快速。在你的技能檢定將要成功時打出。
這次技能檢定你的技能值+3。抽取1張卡牌。","
""麥克格倫，你想讓我們兩個都送命嗎？""
""這次不會了，夥計。這次不會了。""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60322.png,1.25,0,118,Darek Zabrocki,WinifredHabbamock,22
暗中偷襲 (2) [Rogue][event],,暗中偷襲,,Rogue,None,None,2,2,None,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",技巧.,<b>攻擊</b>。這次攻擊中將你的<agi>加入你的技能值。如果你成功且超過難度至少1點，自動躲避受到本次攻擊的敵人。如果你成功且超過難度至少3點，當你回合結束時將暗中偷襲返回你的手牌。,"
""瞄準眼睛。""他們這麼告訴我的。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60323.png,1.25,0,118,Andreia Ugrai,WinifredHabbamock,23
悄然遁去 (2) [Rogue][event],,悄然遁去,,Rogue,None,None,2,2,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",技巧.,<b>躲避</b>。這次躲避嘗試將你的<int>加入你的技能值。如果你成功且超過難度至少1點，且被躲避的敵人非<b><i>精英</i></b>，該敵人在下一個補給階段不進入準備狀態。如果你成功且超過難度至少3點，當你回合結束時將悄然遁去返回你的手牌。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60324.png,1.25,0,118,Joshua Cairós,WinifredHabbamock,24
小偷小摸 (3) [Rogue][event],,小偷小摸,,Rogue,None,None,4,3,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",技巧.,<b>調查</b>。這次調查不使用<int>，改為使用<agi>。如果你成功，額外發現你所在地點的2個線索。如果你成功且超過難度至少2點，當你回合結束時將小偷小摸返回你的手牌。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60328.png,1.25,0,118,Adam Schumpert,WinifredHabbamock,28
背刺 (3) [Rogue][event],,背刺,,Rogue,None,None,3,3,None,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",策略.,<b>攻擊</b>。這次攻擊不使用<com>，改為使用<agi>。這次攻擊造成+2傷害。如果你成功且超過難度至少2點，當你回合結束時將背刺返回你的手牌。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\60329.png,1.25,0,118,Federico Piatti,WinifredHabbamock,29
同歸於盡！ [Guardian][event],,"""同歸於盡！""",,Guardian,None,None,0,0,None,None,None,None,Combat,Combat,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",勇氣.,擊敗與你交戰的每個非<b><i>精英</i></b>敵人。你被擊敗並承受1點肉體創傷。本行動不會引起趁亂攻擊。,"
他點燃了打火機，內心平靜了下來。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03189.png,1.25,0,118,Ivan Dixon,ThePathToCarcosa,189
邏輯推理 [Seeker][event],,邏輯推理,,Seeker,None,None,2,0,None,None,None,None,Willpower,Willpower,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",洞察.,"你至少擁有1個線索時才可打出。
選擇你所在地點的一位調查員。該調查員治癒2點恐懼或丟棄其威脅區域中的1張<b><i>恐怖</i></b>卡。","
""我是活著的最智慧的人，因為我知道一件事，那就是我知道我一無所知。""
<cite>《理想國》，柏拉圖著</cite>",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03191.png,1.25,0,118,Andreas Zafiratos,ThePathToCarcosa,191
暗中偷襲 [Rogue][event],,暗中偷襲,,Rogue,None,None,2,0,None,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",技巧.,<b>攻擊</b>。本次攻擊中將你的<agi>數值加入你的技能值。如果你成功且超過難度2點或以上，自動躲避本次攻擊的敵人。,"
""瞄準眼睛。""他們這麼告訴我的。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03194.png,1.25,0,118,Andreia Ugrai,ThePathToCarcosa,194
量子通量 [Mystic][event],,量子通量,,Mystic,None,None,1,0,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",洞察.,將你的棄牌堆洗入你的牌堆並抽取1張卡牌。從遊戲中移除量子通量。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03196.png,1.25,0,118,Andreas Zafiratos,ThePathToCarcosa,196
重新充能 (2) [Mystic][event],,重新充能,,Mystic,None,None,0,2,None,None,None,None,Willpower,Willpower,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",法術.,選擇你所在地點的一位調查員控制的1張<b><i>法術</i></b>或<b><i>遺物</i></b>支援卡，並從混亂袋中隨機抽取1個混亂標記。如果抽出<sku>、<cul>、<tab>、<mon>或<ten>標記，丟棄選擇的支援卡。否則，為選擇的支援卡增加3充能。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03197.png,1.25,0,118,Martin de Diego Sádaba,ThePathToCarcosa,197
誘捕陷阱 (2) [Survivor][event],,誘捕陷阱,,Survivor,None,None,2,2,None,None,None,None,Agility,Willpower,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",陷阱. 臨時製品.,"疊加到你所在地點。每個地點限制1張。
<b>強制</b> - 在1名非<b><i>精英</i></b>敵人進入被疊加地點後：消耗該敵人，解除它與所有調查員的交戰狀態，並對其疊加誘捕陷阱。
<b>強制</b> - 在被疊加的敵人將要準備時：改為丟棄誘捕陷阱。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03199.png,1.25,0,118,Preston Stone,ThePathToCarcosa,199
追獵行動 [Guardian][event],,追獵行動,,Guardian,None,None,1,0,None,None,None,None,Combat,Intellect,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",策略.,"快速。在神話階段你將要抽取一張遭遇卡時打出。
改為在遭遇牌堆頂上的9張卡牌中查找一個敵人，生成該敵人並與它交戰<i>(代替原有的生成地點)</i>，並混洗遭遇牌堆。如果你不能這麼做，抽取遭遇牌堆頂上的1張卡牌。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03263.png,1.25,0,118,Derk Venneman,ThePathToCarcosa,263
指導 [Seeker][event],,指導,,Seeker,None,None,0,0,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",洞察.,選擇你所在地點的另一位本輪尚未進行其回合的調查員。該調查員可以在本輪自己回合中進行額外一次行動。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03265.png,1.25,0,118,Bryce Cook,ThePathToCarcosa,265
僥倖逃脫 [Rogue][event],,僥倖逃脫,,Rogue,None,None,0,0,None,None,None,None,Agility,Agility,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",幸運.,"快速。在敵人對你進行趁亂攻擊時打出。
取消該次攻擊。本回合中你下一次技能檢定+2技能值。","
""下次讓我來開車！""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03267.png,1.25,0,118,Jake Murray,ThePathToCarcosa,267
守護結界 (2) [Mystic][event],,守護結界,,Mystic,None,None,1,2,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",法術. 勇氣.,"快速。在任意地點的調查員抽出一張非弱點詭計卡時打出。
取消該卡牌的顯現效果。然後，受到1點恐懼。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03270.png,1.25,0,118,Alexandr Elichev,ThePathToCarcosa,270
求生高手 (3) [Survivor][event],,求生高手,,Survivor,None,None,3,3,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",勇氣.,將你棄牌堆中的3張<b><i>天性</i></b>技能卡返回你的手牌。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03273.png,1.25,0,118,Rafał Hrynkiewicz,ThePathToCarcosa,273
